time_bin,hour,total_jobs,flex1_jobs,flex2_jobs,flex3_jobs,power_mw,flexible_mw
457,114.25,6588,21,6160,406,1.24644,0.45324136204576976
458,114.5,6238,1,6207,28,1.20094,0.40724329613383553
459,114.75,5760,29,5172,558,1.1388,0.4087770068121891
460,115.0,5865,32,5213,618,1.15245,0.41931992055683354
461,115.25,6412,0,6404,6,1.22356,0.4172078717781669
462,115.5,5674,7,5517,148,1.1276200000000003,0.3779372598644407
463,115.75,6311,17,5967,325,1.21043,0.4302871149372779
464,116.0,6064,11,5826,225,1.17832,0.4080645651099409
465,116.25,5571,1,5543,26,1.11423,0.3637240570863873
466,116.5,5368,21,4931,414,1.08784,0.37447018409808636
467,116.75,5825,70,4422,1332,1.14725,0.4606535249945379
468,117.0,5367,35,4649,681,1.08771,0.39082840433964494
469,117.25,4908,7,4766,134,1.02804,0.32732329983919084
470,117.5,5478,29,4885,563,1.10214,0.39074782286480164
471,117.75,6662,1,6624,35,1.25606,0.43524092726680824
472,118.0,6827,6,6687,132,1.27751,0.4519261008712592
473,118.25,6544,44,5647,852,1.24072,0.4778343708579303
474,118.5,6234,0,6230,3,1.20042,0.405433957854722
475,118.75,6745,53,5668,1022,1.26685,0.5013942600259037
476,119.0,5461,77,3916,1467,1.09993,0.4453206918102956
477,119.25,5098,29,4499,569,1.0527399999999998,0.3664108223151084
478,119.5,5697,8,5523,165,1.13061,0.38047589353086564
479,119.75,5272,14,4974,282,1.07536,0.3600964717444865
480,120.0,4484,8,4311,164,0.97292,0.3015651038607724
481,120.25,4897,40,4079,776,1.02661,0.36611922914753664
482,120.5,3843,36,3103,702,0.8895900000000001,0.29305034972781385
483,120.75,3586,25,3076,484,0.85618,0.2629086672283034
484,121.0,5089,8,4914,165,1.05157,0.3409913395509302
485,121.25,3624,6,3491,126,0.8611200000000001,0.2433198238414216
486,121.5,4768,42,3915,810,1.00984,0.3598081982113236
487,121.75,4031,18,3660,352,0.91403,0.2836982820228116
488,122.0,4135,26,3614,494,0.9275499999999999,0.2992465437248731
489,122.25,4000,39,3208,752,0.91,0.3063262074625965
490,122.5,4482,6,4344,130,0.9726599999999999,0.2993935615134112
491,122.75,3865,14,3570,279,0.8924500000000001,0.2684397591012537
492,123.0,3799,7,3646,145,0.8838700000000002,0.2558843038224744
493,123.25,4891,70,3471,1348,1.02583,0.400978999899505
494,123.5,4228,19,3846,362,0.93964,0.29716495557634076
495,123.75,4757,56,3617,1082,1.0084099999999998,0.3758458657555798
496,124.0,4274,24,3791,458,0.9456200000000001,0.3060321918598546
497,124.25,4881,32,4224,623,1.02453,0.35568016479374776
498,124.5,6225,82,4571,1570,1.19925,0.5013562411048745
499,124.75,5635,12,5378,243,1.12255,0.3812861500752537
500,125.0,5288,49,4298,939,1.07744,0.4016021659721701
501,125.25,6452,29,5870,552,1.22876,0.4533962336210134
502,125.5,6300,8,6123,168,1.209,0.41984637230760297
503,125.75,5958,58,4780,1118,1.16454,0.4561736225325286
504,126.0,6114,1,6086,26,1.18482,0.39902144976316933
505,126.25,4945,58,3776,1109,1.03285,0.389761118233886
506,126.5,5782,49,4797,935,1.14166,0.4334082943391293
507,126.75,5273,28,4703,541,1.0754899999999998,0.3760790749399192
508,127.0,5084,63,3811,1208,1.05092,0.4048743495308107
509,127.25,5649,2,5589,56,1.1243700000000003,0.3706843983374633
510,127.5,5401,21,4970,409,1.0921299999999998,0.3762553877358498
511,127.75,5421,14,5127,278,1.09473,0.36952358436992366
512,128.0,5670,74,4185,1410,1.1271,0.4553806763510087
513,128.25,5892,28,5328,535,1.15596,0.4159736139336739
514,128.5,5516,20,5113,381,1.10708,0.3820605098918305
515,128.75,6406,15,6087,302,1.22278,0.43503885207223986
516,129.0,6251,36,5525,688,1.2026299999999999,0.4487288055111853
517,129.25,5992,10,5775,205,1.16896,0.4021440673711943
518,129.5,5881,33,5204,642,1.15453,0.4218582047821995
519,129.75,6170,46,5234,888,1.1921,0.4557857201550997
520,130.0,6509,26,5969,512,1.23617,0.45463193397377816
521,130.25,6499,22,6046,430,1.23487,0.4489197481707951
522,130.5,6626,17,6276,331,1.25138,0.45111780539214635
523,130.75,6192,2,6150,39,1.19496,0.4049174084086505
524,131.0,5481,7,5325,147,1.10253,0.36537346575578417
525,131.25,6751,12,6491,246,1.26763,0.45400519387035404
526,131.5,6339,61,5111,1166,1.21407,0.4838383482037484
527,131.75,6597,69,5213,1313,1.24761,0.5097129331470599
528,132.0,6900,29,6315,555,1.287,0.48270841874221443
529,132.25,7127,66,5800,1260,1.31651,0.540869997551738
530,132.5,6194,33,5523,637,1.19522,0.44184050108700246
531,132.75,6417,54,5332,1030,1.22421,0.4805686646548906
532,133.0,6769,19,6376,372,1.26997,0.4629229533035848
533,133.25,6083,14,5798,270,1.18079,0.41206266321401935
534,133.5,6134,30,5528,575,1.18742,0.4341292513359703
535,133.75,6099,34,5408,656,1.1828700000000003,0.4368399892746167
536,134.0,6230,1,6205,23,1.1999,0.4064123836679914
537,134.25,6131,7,5973,149,1.18703,0.40773263721281705
538,134.5,5973,17,5631,323,1.1664899999999998,0.4081944461188366
539,134.75,5812,30,5208,573,1.14556,0.4130700456579454
540,135.0,6292,4,6192,94,1.20796,0.414797718626046
541,135.25,6392,37,5637,716,1.22096,0.4596036554728129
542,135.5,6375,52,5316,1005,1.21875,0.4762827311810495
543,135.75,5722,12,5465,243,1.13386,0.3869462966720714
544,136.0,6056,53,4984,1017,1.17728,0.4563166199860979
545,136.25,5801,41,4978,781,1.1441299999999999,0.4251758078089142
546,136.5,5488,102,3440,1945,1.10344,0.4764957026923937
547,136.75,5805,89,4021,1694,1.14465,0.4816726997280628
548,137.0,5325,101,3286,1936,1.08225,0.4653942952428585
549,137.25,5321,22,4866,431,1.08173,0.37246303176307316
550,137.5,4943,5,4836,101,1.0325900000000001,0.32751825770585996
551,137.75,5139,23,4677,438,1.05807,0.36101708341889066
552,138.0,5276,3,5199,72,1.0758799999999997,0.3474309939746124
553,138.25,5592,15,5276,299,1.11696,0.3819214843408665
554,138.5,4937,52,3878,1005,1.0318100000000001,0.38281897891839456
555,138.75,4654,40,3843,770,0.9950199999999999,0.3499278987744163
556,139.0,5338,7,5195,135,1.08394,0.35530869312416213
557,139.25,4662,13,4387,261,0.9960600000000002,0.3191067564821837
558,139.5,4216,23,3737,454,0.93808,0.30202459991624697
559,139.75,4709,8,4541,159,1.00217,0.3158930016402903
560,140.0,4502,1,4463,36,0.9752600000000001,0.2948771378261757
561,140.25,5223,5,5122,95,1.0689899999999997,0.34534537482422667
562,140.5,4612,1,4583,26,0.9895600000000001,0.30143006719337145
563,140.75,4364,36,3637,690,0.95732,0.3261543964927066
564,141.0,5756,55,4643,1057,1.13828,0.4392303858101685
565,141.25,6079,14,5783,280,1.18027,0.4124158128924788
566,141.5,4684,28,4104,550,0.99892,0.3383591832290392
567,141.75,4295,3,4232,59,0.94835,0.28281151170302166
568,142.0,3906,81,2285,1539,0.89778,0.3486986008987896
569,142.25,4285,12,4044,228,0.9470499999999998,0.29262247707937955
570,142.5,4076,10,3860,204,0.9198799999999999,0.2775247934423361
571,142.75,4198,25,3688,484,0.9357399999999999,0.30268268311142715
572,143.0,3934,0,3927,6,0.90142,0.25608487589801915
573,143.25,3909,15,3602,291,0.89817,0.2720404981298889
574,143.5,3884,33,3209,640,0.89492,0.2919287673597429
575,143.75,4285,8,4111,164,0.9470499999999998,0.2886835676174214
576,144.0,3889,33,3224,630,0.89557,0.29163378919090976
577,144.25,3864,27,3316,520,0.89232,0.28318591728111175
578,144.5,3727,31,3096,598,0.8745100000000001,0.27913706722510045
579,144.75,4159,6,4033,119,0.93067,0.2776948812676776
580,145.0,4134,18,3765,350,0.92742,0.2902910049209583
581,145.25,3929,11,3706,210,0.9007699999999998,0.2683754737849217
582,145.5,3878,65,2576,1236,0.89414,0.32820610189023675
583,145.75,4686,37,3936,711,0.99918,0.3484208149735497
584,146.0,3596,23,3117,454,0.8574800000000001,0.2617187192185198
585,146.25,4350,8,4178,163,0.9555,0.29279901287458343
586,146.5,4635,10,4424,200,0.9925499999999999,0.3135937280202862
587,146.75,3281,42,2434,804,0.81653,0.2628017198094427
588,147.0,4589,6,4450,131,0.98657,0.30638195722465494
589,147.25,4342,36,3602,702,0.95446,0.32546175457500054
590,147.5,4546,55,3435,1054,0.9809800000000001,0.36042717485333625
591,147.75,4436,36,3703,695,0.96668,0.33119645941304343
592,148.0,4922,19,4539,363,1.02986,0.3423062069287168
593,148.25,4778,25,4277,475,1.01114,0.33986000737545635
594,148.5,4780,14,4485,279,1.0114,0.3279078893913553
595,148.75,4544,54,3461,1028,0.98072,0.35867264424320644
596,149.0,5454,7,5313,133,1.09902,0.362757175051116
597,149.25,4968,50,3961,955,1.03584,0.3817842805705662
598,149.5,5730,82,4084,1563,1.1349,0.46871506270059843
599,149.75,5699,42,4850,806,1.1308700000000003,0.4200939953175457
600,150.0,4666,1,4644,20,0.99658,0.3045356393600872
601,150.25,5081,3,5020,57,1.05053,0.3337982400157583
602,150.5,5045,29,4455,560,1.04585,0.362434926094492
603,150.75,5419,19,5033,366,1.09447,0.3747845855603756
604,151.0,5566,9,5374,181,1.11358,0.3729672889631182
605,151.25,5654,0,5640,12,1.12502,0.3683040246593368
606,151.5,5975,13,5702,258,1.16675,0.4043205085209364
607,151.75,6178,72,4732,1372,1.19314,0.48611602035872165
608,152.0,6090,33,5420,635,1.1817,0.434993849092885
609,152.25,5698,47,4754,896,1.1307399999999999,0.4255598264688466
610,152.5,5695,27,5144,523,1.13035,0.4024055435879405
611,152.75,5992,3,5916,71,1.16896,0.39390983036435995
612,153.0,6176,19,5790,365,1.1928799999999997,0.42396804158179724
613,153.25,6047,66,4726,1254,1.17611,0.470275550330323
614,153.5,5748,4,5653,90,1.1372399999999998,0.37916241874162393
615,153.75,6402,49,5421,931,1.22226,0.47350030799291276
616,154.0,6121,12,5867,240,1.18573,0.4126666947944029
617,154.25,6149,17,5793,337,1.1893700000000003,0.42047356768683913
618,154.5,6292,15,5974,301,1.20796,0.42752477916081727
619,154.75,6264,16,5941,306,1.20432,0.42603106713123134
620,155.0,6249,38,5474,735,1.2023700000000002,0.4514875293823069
621,155.25,5992,47,5044,899,1.16896,0.4448903411819562
622,155.5,6356,27,5798,529,1.21628,0.4457363081319713
623,155.75,6608,28,6038,540,1.24904,0.4628327292333193
624,156.0,6479,114,4185,2178,1.23227,0.5552879709871579
625,156.25,6681,12,6425,242,1.25853,0.44920494364226915
626,156.5,6171,23,5703,444,1.19223,0.4284872243844152
627,156.75,5993,5,5877,109,1.16909,0.39628649431893065
628,157.0,6285,1,6247,36,1.20705,0.41074651870820933
629,157.25,6152,2,6093,55,1.1897600000000002,0.4032740427859556
630,157.5,6155,3,6094,57,1.19015,0.4036115078487928
631,157.75,6339,74,4858,1406,1.21407,0.4986730083358026
632,158.0,6088,4,5998,84,1.18144,0.4009385666514662
633,158.25,5822,30,5210,580,1.14686,0.4142011720777626
634,158.5,5984,7,5826,149,1.16792,0.39815040893663795
635,158.75,6204,79,4606,1517,1.19652,0.4967035651630006
636,159.0,6249,7,6108,133,1.2023700000000002,0.4144289676325878
637,159.25,6189,6,6061,120,1.19457,0.40972013495439713
638,159.5,6057,0,6042,13,1.17741,0.39452630642114284
639,159.75,5816,38,5051,726,1.14608,0.42275413252205035
640,160.0,5921,7,5762,150,1.15973,0.3941608888342765
641,160.25,5718,10,5516,191,1.13334,0.3834737914839545
642,160.5,5693,5,5580,107,1.13009,0.37665002357959676
643,160.75,5303,46,4363,892,1.07939,0.39962831273094634
644,161.0,5523,20,5117,384,1.1079899999999998,0.3826888323097278
645,161.25,5547,5,5431,109,1.11111,0.3673002893711691
646,161.5,5458,9,5273,175,1.09954,0.36558790330230473
647,161.75,4892,2,4847,42,1.02596,0.3206083654559431
648,162.0,5228,3,5155,68,1.06964,0.34405901990258747
649,162.25,4688,1,4655,31,0.9994399999999999,0.3066375835918407
650,162.5,5095,15,4791,288,1.05235,0.34893140739672296
651,162.75,4755,8,4592,154,1.00815,0.31858164615374784
652,163.0,5401,8,5227,165,1.0921299999999998,0.36124297524114585
653,163.25,4850,8,4681,160,1.0205,0.3251191563041693
654,163.5,4981,10,4779,191,1.03753,0.33556394905511944
655,163.75,5302,21,4876,404,1.0792600000000003,0.36954214026194854
656,164.0,4354,65,3047,1240,0.9560199999999999,0.35942206126221005
657,164.25,4664,23,4198,441,0.99632,0.3303765298763667
658,164.5,4113,0,4093,18,0.9246899999999999,0.2684962545880634
659,164.75,4512,65,3209,1237,0.9765600000000001,0.36949860740887636
660,165.0,4881,13,4616,250,1.02453,0.3327166904804029
661,165.25,4109,10,3896,201,0.92417,0.2794992916135902
662,165.5,3982,19,3590,371,0.9076599999999999,0.28170420723945805
663,165.75,4174,12,3922,239,0.9326200000000001,0.28603013809833605
664,166.0,4774,38,4002,732,1.01062,0.35541832870161366
665,166.25,4355,19,3967,368,0.95615,0.3057530934037096
666,166.5,3819,0,3815,3,0.88647,0.24844216702495112
667,166.75,4500,38,3723,737,0.975,0.33790004551178615
668,167.0,3544,27,2994,521,0.85072,0.2624949110906752
669,167.25,4664,13,4397,252,0.99632,0.3187244611807628
670,167.5,4267,15,3965,285,0.94471,0.29496554858650764
671,167.75,4531,91,2708,1731,0.97903,0.40112433320936525
672,168.0,4505,33,3837,634,0.97565,0.3318954923484447
673,168.25,5054,24,4559,469,1.0470199999999998,0.35742262369553696
674,168.5,4972,5,4864,102,1.03636,0.3294827943982319
675,168.75,4726,7,4574,143,1.0043799999999998,0.31605552043781737
676,169.0,4662,68,3288,1304,0.9960600000000002,0.38335915130998605
677,169.25,5231,34,4549,647,1.07003,0.3798804762102661
678,169.5,5293,41,4467,784,1.07809,0.39234960004357716
679,169.75,5544,82,3903,1558,1.11072,0.45632599866449725
680,170.0,5049,45,4144,859,1.04637,0.38110724359800313
681,170.25,5210,43,4345,821,1.0673,0.3892309196555814
682,170.5,4895,33,4233,628,1.02635,0.3568801019819622
683,170.75,5834,54,4739,1039,1.14842,0.4432183799872098
684,171.0,5460,21,5026,412,1.0998,0.3802871940488691
685,171.25,5727,0,5710,15,1.1345100000000001,0.37323393349122613
686,171.5,5814,62,4560,1190,1.14582,0.4512370841449058
687,171.75,6104,26,5578,499,1.18352,0.42753053004002206
688,172.0,5500,26,4979,494,1.105,0.3879723144430539
689,172.25,6045,7,5904,133,1.17585,0.401115523427479
690,172.5,5918,38,5152,727,1.15934,0.4294436916603793
691,172.75,6649,14,6368,266,1.25437,0.44859101946505614
692,173.0,5861,3,5781,75,1.15193,0.3856161809950675
693,173.25,6558,57,5417,1083,1.24254,0.4930065707113087
694,173.5,6409,12,6157,238,1.22317,0.43130036120266446
695,173.75,6491,5,6386,99,1.23383,0.4280274705088769
696,174.0,6516,5,6415,95,1.23708,0.42939032513316194
697,174.25,7002,18,6637,346,1.30026,0.47644112794588905
698,174.5,6774,118,4402,2252,1.27062,0.5790141606005409
699,174.75,6335,2,6278,53,1.21355,0.4150863983874813
700,175.0,7254,37,6498,717,1.33302,0.5156963675748732
701,175.25,7293,8,7116,167,1.33809,0.4843585430928101
702,175.5,7250,97,5305,1847,1.3325,0.5850145927734922
703,175.75,6824,8,6652,162,1.27712,0.45358108132496344
704,176.0,6958,34,6277,646,1.29454,0.4920845518701557
705,176.25,6770,22,6316,430,1.2701,0.4665813618570229
706,176.5,7551,9,7356,184,1.37163,0.502181212848138
707,176.75,7084,62,5831,1190,1.31092,0.5337536124638594
708,177.0,7045,25,6536,482,1.30585,0.48765054106897565
709,177.25,8010,77,6453,1479,1.4313,0.6117308833707639
710,177.5,7920,26,7394,499,1.4196,0.5455682714933691
711,177.75,7647,35,6945,666,1.38411,0.5381173917441203
712,178.0,7758,85,6055,1616,1.39854,0.6038406545631332
713,178.25,7123,43,6250,828,1.31599,0.514036258323423
714,178.5,8160,151,5121,2886,1.4508,0.7081512785581937
715,178.75,7712,96,5776,1838,1.39256,0.6145129222276708
716,179.0,8047,21,7615,410,1.43611,0.5483131681715251
717,179.25,7224,29,6642,552,1.32912,0.5035860152896539
718,179.5,8280,5,8178,96,1.4664,0.5441167110910636
719,179.75,7770,25,7252,491,1.4001,0.5353289795165193
720,180.0,7587,17,7241,328,1.37631,0.5133831087715813
721,180.25,7894,29,7295,568,1.41622,0.5481184288554114
722,180.5,7808,64,6513,1230,1.40504,0.5832650724297465
723,180.75,8293,51,7272,969,1.46809,0.598768523611794
724,181.0,7822,6,7700,115,1.40686,0.5155656736384677
725,181.25,8329,8,8157,163,1.47277,0.5514366760772953
726,181.5,7984,39,7191,753,1.42792,0.5653374415361532
727,181.75,8113,2,8071,39,1.44469,0.5297605625554905
728,182.0,7798,20,7380,396,1.40374,0.5312717060549943
729,182.25,8128,5,8015,106,1.44664,0.5348835984647512
730,182.5,7343,73,5864,1404,1.34459,0.5638092924334899
731,182.75,7661,5,7559,96,1.38593,0.5039003228830234
732,183.0,7441,1,7407,31,1.35733,0.48562424637257395
733,183.25,7908,56,6771,1080,1.41804,0.5805317937815306
734,183.5,7862,49,6865,946,1.41206,0.5692964912948055
735,183.75,7333,21,6902,409,1.34329,0.5018328850830405
736,184.0,6862,17,6510,334,1.28206,0.466614479494681
737,184.25,7291,67,5935,1287,1.33783,0.5532108287147737
738,184.5,6574,0,6558,14,1.24462,0.428199442199745
739,184.75,7470,27,6919,522,1.3611,0.5177426170790175
740,185.0,6746,55,5629,1060,1.26698,0.5038100090117035
741,185.25,8486,66,7163,1256,1.49318,0.6289422606150233
742,185.5,8195,37,7450,707,1.45535,0.5762295954802358
743,185.75,8031,73,6553,1403,1.43403,0.6084423802749434
744,186.0,8424,9,8233,181,1.48512,0.558708690714897
745,186.25,8057,4,7974,78,1.43741,0.5285460223905295
746,186.5,8020,59,6838,1122,1.4326,0.5904366326476452
747,186.75,7609,60,6401,1146,1.37917,0.5651962845567499
748,187.0,6368,3,6295,68,1.21784,0.418144355859254
749,187.25,6305,11,6078,215,1.20965,0.42307199866814554
750,187.5,5863,10,5657,195,1.15219,0.3931173858542073
751,187.75,6216,19,5817,378,1.19808,0.42736092874391934
752,188.0,5718,2,5660,54,1.13334,0.37502080268011334
753,188.25,5900,0,5895,4,1.157,0.38377811604977397
754,188.5,5099,13,4837,248,1.0528700000000002,0.3467159717677435
755,188.75,6261,48,5294,917,1.20393,0.4634770537608601
756,189.0,6002,8,5827,165,1.1702600000000003,0.4003321466712945
757,189.25,6063,21,5640,401,1.17819,0.41882424940085283
758,189.5,5987,34,5293,658,1.16831,0.4297014916551046
759,189.75,5935,23,5457,453,1.16155,0.4137173663896727
760,190.0,5385,39,4589,755,1.09005,0.3965702224916577
761,190.25,4985,20,4566,397,1.03805,0.34851940308520135
762,190.5,5284,36,4547,699,1.07692,0.3865393971871129
763,190.75,5449,13,5175,260,1.0983700000000003,0.3702100428720972
764,191.0,4628,30,4008,588,0.99164,0.3370831020291702
765,191.25,4794,47,3844,901,1.01322,0.3671355664984552
766,191.5,4791,82,3134,1573,1.01283,0.40833518872017244
767,191.75,5746,64,4455,1226,1.13698,0.4489976173473171
768,192.0,5928,33,5253,640,1.16064,0.4247884177316516
769,192.25,6383,9,6190,182,1.21979,0.4261362143763057
770,192.5,6517,67,5168,1281,1.23721,0.5025188554107289
771,192.75,6131,10,5923,197,1.18703,0.4106718524041603
772,193.0,6024,2,5980,41,1.1731200000000002,0.3940991643062919
773,193.25,6391,23,5925,442,1.22083,0.442636674738214
774,193.5,4404,36,3674,693,0.9625199999999999,0.32894425800669824
775,193.75,4838,3,4760,73,1.01894,0.31901517579186806
776,194.0,4504,28,3928,546,0.9755199999999998,0.3264174280033252
777,194.25,4933,9,4741,182,1.03129,0.3318619357455889
778,194.5,5079,0,5077,1,1.05027,0.3302045929689929
779,194.75,5815,0,5799,14,1.14595,0.3788874830739916
780,195.0,4611,5,4499,105,0.98943,0.30623012852433185
781,195.25,7091,79,5495,1515,1.31183,0.5542618309652939
782,195.5,7478,2,7421,53,1.36214,0.48936243103521715
783,195.75,5789,9,5607,172,1.14257,0.3869051614936582
784,196.0,6188,21,5750,415,1.19444,0.4278233785402477
785,196.25,5884,8,5705,169,1.15492,0.3928888424995832
786,196.5,6038,62,4779,1195,1.17494,0.4661170423077839
787,196.75,5466,29,4881,555,1.10058,0.3894719694365235
788,197.0,5815,34,5122,657,1.14595,0.41846387538693497
789,197.25,7303,57,6146,1099,1.33939,0.542374542638195
790,197.5,8106,2,8054,48,1.44378,0.5298786001856088
791,197.75,8137,34,7451,651,1.44781,0.5690218257332581
792,198.0,8225,47,7280,896,1.45925,0.5898575868676492
793,198.25,6333,12,6092,228,1.21329,0.42570424857621864
794,198.5,6403,18,6023,360,1.22239,0.43836750456836054
795,198.75,6855,5,6739,109,1.28115,0.45232249487021076
796,199.0,6687,61,5453,1172,1.25931,0.5068296822342071
797,199.25,6676,14,6384,277,1.25788,0.45100467886733986
798,199.5,6921,89,5135,1695,1.28973,0.5543009729813497
799,199.75,6965,36,6236,692,1.29545,0.4953434951453583
800,200.0,6989,49,5993,945,1.29857,0.5125061100687677
801,200.25,6965,14,6678,272,1.29545,0.46949678723659366
802,200.5,7547,2,7502,42,1.37111,0.4931770440617459
803,200.75,7955,16,7615,322,1.42415,0.5369595381785804
804,201.0,7548,14,7262,271,1.37124,0.507324305016815
805,201.25,7694,61,6466,1166,1.39022,0.5719449756549168
806,201.5,7850,59,6651,1138,1.4105,0.5803507910330867
807,201.75,7857,19,7470,367,1.41141,0.5333140537121908
808,202.0,7544,18,7179,346,1.37072,0.5117031514295276
809,202.25,8361,36,7626,697,1.47693,0.586424816680312
810,202.5,7658,109,5467,2081,1.38554,0.6259203335556813
811,202.75,8114,49,7115,948,1.44482,0.5858139111715824
812,203.0,8107,41,7285,780,1.44391,0.5749920227403078
813,203.25,7383,57,6241,1084,1.34979,0.5466999954911833
814,203.5,7879,101,5845,1931,1.41427,0.6310824255900309
815,203.75,8013,17,7668,327,1.43169,0.5410018300838292
816,204.0,8039,15,7737,286,1.43507,0.5401695055992531
817,204.25,9872,52,8819,1000,1.67336,0.7032698988670756
818,204.5,9999,67,8656,1275,1.6898700000000002,0.7284753312659635
819,204.75,9754,4,9659,89,1.65802,0.6395405228847151
820,205.0,9840,211,5605,4023,1.6692,0.8873351170741848
821,205.25,9692,10,9472,208,1.64996,0.6428179090514284
822,205.5,9365,20,8961,383,1.60745,0.6323560531049536
823,205.75,9640,70,8239,1330,1.6432,0.7085477641202639
824,206.0,8023,23,7560,439,1.43299,0.5485515036875325
825,206.25,8079,1,8056,21,1.44027,0.5264455005290256
826,206.5,7851,67,6495,1288,1.41063,0.58962942792353
827,206.75,8028,14,7729,283,1.43364,0.5392990871239695
828,207.0,7686,36,6948,700,1.38918,0.5427543675250387
829,207.25,7748,107,5603,2036,1.39724,0.6290501364593368
830,207.5,7694,0,7692,1,1.39022,0.5001850014010102
831,207.75,7266,60,6060,1144,1.33458,0.5427976465882138
832,208.0,7467,37,6716,712,1.36071,0.5292322509991995
833,208.25,6881,24,6398,458,1.28453,0.47548142598950777
834,208.5,7178,24,6691,462,1.32314,0.49505394219118903
835,208.75,7155,100,5145,1908,1.32015,0.5826249771615215
836,209.0,7203,25,6692,485,1.32639,0.49806418487028525
837,209.25,7038,4,6949,83,1.30494,0.46261996886083157
838,209.5,7999,38,7228,731,1.42987,0.5649949085735703
839,209.75,7552,43,6690,818,1.37176,0.5413057045283259
840,210.0,7380,38,6617,724,1.3494,0.5243044157639687
841,210.25,7303,93,5424,1784,1.33939,0.5845925367881387
842,210.5,7368,27,6809,530,1.34784,0.5115799196060096
843,210.75,6649,24,6155,468,1.25437,0.46104368922314287
844,211.0,6511,21,6088,401,1.23643,0.4479209309033036
845,211.25,6031,20,5630,380,1.17403,0.41545744335179435
846,211.5,5801,51,4769,979,1.1441299999999999,0.43738887746356614
847,211.75,5077,27,4520,528,1.0500100000000003,0.3625412066325248
848,212.0,5738,28,5177,532,1.13594,0.40574209064376726
849,212.25,5607,15,5299,291,1.11891,0.38242751294189314
850,212.5,5317,0,5311,4,1.08121,0.34590222779228263
851,212.75,5309,53,4242,1013,1.08017,0.4075031733963013
852,213.0,5431,1,5396,33,1.09603,0.35505674303524776
853,213.25,5195,27,4637,529,1.06535,0.3702605102027374
854,213.5,5481,23,5002,454,1.10253,0.38423990275152653
855,213.75,5028,4,4938,85,1.04364,0.332083682055446
856,214.0,5247,72,3789,1384,1.07211,0.4263012476222671
857,214.25,6375,18,6001,354,1.21875,0.4362099051748502
858,214.5,5969,15,5651,301,1.16597,0.4065684359876904
859,214.75,6052,14,5763,274,1.1767600000000003,0.4102680704299417
860,215.0,5138,37,4386,713,1.05794,0.3779127262047709
861,215.25,5031,58,3862,1110,1.04403,0.3953926161938613
862,215.5,4992,25,4481,485,1.03896,0.3543654536804088
863,215.75,4831,23,4358,448,1.01803,0.34164844595264504
864,216.0,5045,20,4631,392,1.04585,0.35208566692360016
865,216.25,4918,1,4881,34,1.0293400000000001,0.3218072761984738
866,216.5,5476,50,4459,965,1.1018799999999997,0.41541629667124086
867,216.75,5272,19,4879,372,1.07536,0.3656284066220917
868,217.0,4615,20,4212,382,0.9899500000000001,0.3235186070606151
869,217.25,4660,30,4040,588,0.9957999999999999,0.33915485636129594
870,217.5,5075,15,4762,296,1.04975,0.3481467369547815
871,217.75,5036,3,4962,69,1.04468,0.3316382768281003
872,218.0,5146,17,4799,329,1.05898,0.3547843422013716
873,218.25,5448,43,4586,818,1.0982399999999997,0.4045248995813598
874,218.5,5404,18,5034,350,1.09252,0.3728741237443301
875,218.75,5463,37,4707,717,1.10019,0.3992907099517579
876,219.0,5873,62,4623,1186,1.1534899999999997,0.45483751455090543
877,219.25,5094,5,4981,106,1.05222,0.33768091696331576
878,219.5,5618,25,5116,476,1.12034,0.3945150222763488
879,219.75,5492,53,4424,1014,1.10396,0.41944065928052604
880,220.0,6180,3,6110,65,1.1934,0.4057542714795813
881,220.25,5173,11,4941,220,1.0624899999999997,0.34981241642744626
882,220.5,5276,14,4985,276,1.0758799999999997,0.3599476955926704
883,220.75,6109,24,5625,459,1.18417,0.42537451820934463
884,221.0,6449,16,6118,313,1.22837,0.4385072258073209
885,221.25,6439,10,6231,197,1.22707,0.43069542468028155
886,221.5,6063,22,5609,430,1.17819,0.42060282651956427
887,221.75,6853,0,6843,8,1.28089,0.4459903494167095
888,222.0,6130,14,5837,278,1.1869,0.4155744227399486
889,222.25,6990,27,6435,526,1.2987,0.48678695177022524
890,222.5,6366,1,6336,28,1.21758,0.41551428014380726
891,222.75,6687,16,6365,305,1.25931,0.45346840020165885
892,223.0,7080,13,6801,264,1.3104,0.47648916164044713
893,223.25,6542,33,5869,639,1.24046,0.4645826576144827
894,223.5,7514,38,6742,733,1.36682,0.533570846639287
895,223.75,7056,29,6456,569,1.30728,0.49373557321586276
896,224.0,7291,46,6355,888,1.33783,0.5286313746709791
897,224.25,7682,3,7607,70,1.38866,0.5036746042494613
898,224.5,7175,14,6891,269,1.32275,0.4829686658555304
899,224.75,7807,11,7585,210,1.40491,0.5204162416762104
900,225.0,8052,35,7347,668,1.43676,0.5645761505813011
901,225.25,7431,47,6472,910,1.35603,0.5390871734897029
902,225.5,8100,57,6956,1086,1.443,0.5934202074803939
903,225.75,7219,17,6869,331,1.32847,0.4896790206887535
904,226.0,7915,14,7631,269,1.41895,0.5310570779320133
905,226.25,7476,39,6681,754,1.36188,0.5324099640932525
906,226.5,8168,153,5106,2908,1.45184,0.7100385887427859
907,226.75,8178,3,8113,60,1.45314,0.5353232992306841
908,227.0,8572,109,6391,2071,1.50436,0.6847300573290203
909,227.25,8397,77,6850,1468,1.48161,0.6362482012614754
